file_name,x,y,height,width
./raw_data/defects3/train/class_2/47.jpg,332.0,420.5,77.0,52.0
./raw_data/defects3/train/class_2/48.jpg,19.0,473.0,58.0,38.0
./raw_data/defects3/train/class_1/49.jpg,324.0,171.5,53.0,144.0
./raw_data/defects3/train/class_2/50.jpg,303.0,77.5,121.0,70.0
./raw_data/defects3/train/class_2/51.jpg,536.5,258.0,58.0,43.0
./raw_data/defects3/train/class_2/52.jpg,598.0,106.5,47.0,42.0
./raw_data/defects3/train/class_2/53.jpg,54.0,397.0,54.0,108.0
./raw_data/defects3/train/class_2/54.jpg,208.5,77.0,34.0,23.0
./raw_data/defects3/train/class_2/55.jpg,405.0,104.0,36.0,30.0
./raw_data/defects3/train/class_2/56.jpg,388.5,136.0,90.0,131.0
./raw_data/defects3/train/class_1/57.jpg,344.0,625.0,30.0,68.0
./raw_data/defects3/train/class_1/58.jpg,329.0,372.0,52.0,112.0
./raw_data/defects3/train/class_0/59.jpg,248.0,339.0,40.0,124.0
./raw_data/defects3/train/class_1/60.jpg,267.5,299.5,153.0,431.0
./raw_data/defects3/train/class_2/61.jpg,344.5,133.0,80.0,105.0
./raw_data/defects3/train/class_0/62.jpg,497.5,434.0,260.0,73.0
./raw_data/defects3/train/class_1/63.jpg,532.5,490.0,22.0,61.0
./raw_data/defects3/train/class_1/64.jpg,329.5,457.5,141.0,57.0
./raw_data/defects3/train/class_2/65.jpg,529.5,239.0,106.0,53.0
./raw_data/defects3/train/class_1/66.jpg,509.0,411.5,141.0,50.0
./raw_data/defects3/train/class_2/67.jpg,443.5,240.5,93.0,65.0
./raw_data/defects3/train/class_2/68.jpg,476.5,93.5,111.0,61.0
./raw_data/defects3/train/class_0/69.jpg,84.0,352.5,33.0,142.0
./raw_data/defects3/train/class_2/70.jpg,615.0,389.5,45.0,48.0
./raw_data/defects3/train/class_2/71.jpg,450.0,254.5,69.0,52.0
./raw_data/defects3/train/class_1/72.jpg,316.0,340.0,34.0,84.0
./raw_data/defects3/train/class_1/73.jpg,119.0,94.5,51.0,124.0
./raw_data/defects3/train/class_2/74.jpg,166.5,304.5,27.0,39.0
./raw_data/defects3/train/class_2/75.jpg,32.5,591.5,31.0,61.0
./raw_data/defects3/train/class_2/76.jpg,310.0,380.0,94.0,140.0
./raw_data/defects3/train/class_1/77.jpg,369.0,616.5,47.0,140.0
./raw_data/defects3/train/class_2/78.jpg,71.5,496.0,66.0,73.0
./raw_data/defects3/train/class_1/79.jpg,164.0,505.0,36.0,78.0
./raw_data/defects3/train/class_2/80.jpg,499.5,97.5,77.0,85.0
./raw_data/defects3/train/class_1/81.jpg,59.0,125.5,53.0,116.0
./raw_data/defects3/train/class_1/82.jpg,132.5,203.0,140.0,57.0
./raw_data/defects3/train/class_1/83.jpg,20.5,310.0,66.0,31.0
./raw_data/defects3/train/class_0/84.jpg,26.5,231.5,297.0,35.0
./raw_data/defects3/train/class_2/85.jpg,392.5,225.5,89.0,135.0
./raw_data/defects3/train/class_2/86.jpg,402.5,53.5,107.0,115.0
./raw_data/defects3/train/class_2/87.jpg,87.5,112.5,127.0,87.0
./raw_data/defects3/train/class_2/88.jpg,175.0,532.0,116.0,94.0
./raw_data/defects3/train/class_2/89.jpg,542.5,249.5,161.0,139.0
./raw_data/defects3/train/class_1/90.jpg,369.5,107.0,50.0,105.0
./raw_data/defects3/train/class_2/91.jpg,550.5,115.5,69.0,107.0
./raw_data/defects3/train/class_2/92.jpg,252.0,183.5,141.0,122.0
./raw_data/defects3/train/class_0/93.jpg,189.5,146.0,138.0,27.0
./raw_data/defects3/train/class_0/94.jpg,109.0,199.0,234.0,14.0
./raw_data/defects3/train/class_1/95.jpg,594.0,458.0,44.0,92.0
./raw_data/defects3/train/class_2/96.jpg,124.5,528.0,42.0,51.0
./raw_data/defects3/train/class_2/97.jpg,45.5,535.5,43.0,77.0
./raw_data/defects3/train/class_2/98.jpg,623.5,184.5,49.0,33.0
./raw_data/defects3/train/class_2/99.jpg,305.0,225.5,61.0,46.0
./raw_data/defects3/train/class_1/100.jpg,275.0,144.5,69.0,144.0
./raw_data/defects3/train/class_1/101.jpg,279.5,26.5,49.0,111.0
./raw_data/defects3/train/class_2/102.jpg,314.0,232.5,35.0,50.0
./raw_data/defects3/train/class_2/103.jpg,129.0,227.0,454.0,256.0
./raw_data/defects3/train/class_1/104.jpg,612.0,323.0,122.0,56.0
./raw_data/defects3/train/class_1/105.jpg,543.5,250.5,59.0,137.0
./raw_data/defects3/train/class_2/106.jpg,162.5,534.5,57.0,93.0
./raw_data/defects3/train/class_2/107.jpg,515.0,483.5,65.0,112.0
./raw_data/defects3/train/class_2/108.jpg,396.0,523.0,52.0,42.0
./raw_data/defects3/train/class_0/109.jpg,339.0,310.0,76.0,238.0
./raw_data/defects3/train/class_2/110.jpg,19.5,273.0,44.0,35.0
./raw_data/defects3/train/class_1/111.jpg,318.5,372.5,41.0,99.0
./raw_data/defects3/train/class_1/112.jpg,71.0,281.5,37.0,76.0
./raw_data/defects3/train/class_1/113.jpg,182.0,219.0,144.0,66.0
./raw_data/defects3/train/class_1/114.jpg,393.5,122.0,144.0,49.0
./raw_data/defects3/train/class_1/115.jpg,421.0,155.0,38.0,78.0
./raw_data/defects3/train/class_2/116.jpg,28.5,167.0,38.0,57.0
./raw_data/defects3/train/class_0/117.jpg,40.5,603.5,23.0,81.0
./raw_data/defects3/train/class_0/118.jpg,97.0,381.0,124.0,40.0
./raw_data/defects3/train/class_1/119.jpg,267.0,445.0,102.0,44.0
./raw_data/defects3/train/class_0/120.jpg,255.0,346.5,373.0,94.0
./raw_data/defects3/train/class_0/121.jpg,144.0,264.5,273.0,76.0
./raw_data/defects3/train/class_0/122.jpg,472.5,344.0,558.0,119.0
./raw_data/defects3/train/class_0/123.jpg,68.0,293.0,340.0,82.0
./raw_data/defects3/train/class_1/124.jpg,465.0,452.0,58.0,120.0
./raw_data/defects3/train/class_2/125.jpg,601.5,227.5,109.0,69.0
./raw_data/defects3/train/class_0/126.jpg,133.5,170.0,326.0,39.0
./raw_data/defects3/train/class_1/127.jpg,421.5,24.0,48.0,135.0
./raw_data/defects3/train/class_0/128.jpg,18.0,155.0,310.0,22.0
./raw_data/defects3/train/class_1/129.jpg,331.5,256.0,110.0,231.0
./raw_data/defects3/train/class_2/130.jpg,252.0,349.5,115.0,122.0
./raw_data/defects3/train/class_2/131.jpg,365.5,333.0,46.0,67.0
./raw_data/defects3/train/class_2/132.jpg,262.0,560.0,94.0,154.0
./raw_data/defects3/train/class_2/133.jpg,295.5,413.0,108.0,187.0
./raw_data/defects3/train/class_0/134.jpg,192.5,379.5,141.0,39.0
./raw_data/defects3/train/class_1/135.jpg,77.0,183.0,78.0,32.0
./raw_data/defects3/train/class_2/136.jpg,350.0,94.5,111.0,104.0
./raw_data/defects3/train/class_2/137.jpg,456.0,538.5,105.0,186.0
./raw_data/defects3/train/class_2/138.jpg,81.5,41.5,83.0,93.0
./raw_data/defects3/train/class_2/139.jpg,324.0,515.0,72.0,48.0
./raw_data/defects3/train/class_2/140.jpg,565.5,145.5,205.0,149.0
./raw_data/defects3/train/class_2/141.jpg,328.0,268.0,98.0,124.0
./raw_data/defects3/train/class_1/142.jpg,189.0,555.5,101.0,216.0
./raw_data/defects3/train/class_2/143.jpg,123.0,94.0,188.0,124.0
./raw_data/defects3/train/class_0/144.jpg,627.5,139.5,89.0,25.0
./raw_data/defects3/train/class_2/145.jpg,593.5,309.0,92.0,93.0
./raw_data/defects3/train/class_2/146.jpg,330.5,267.5,101.0,67.0
./raw_data/defects3/train/class_2/147.jpg,370.0,255.5,55.0,106.0
./raw_data/defects3/train/class_1/148.jpg,339.5,434.5,83.0,181.0
./raw_data/defects3/train/class_2/149.jpg,184.0,174.0,80.0,108.0
./raw_data/defects3/train/class_2/150.jpg,316.0,204.0,68.0,98.0
./raw_data/defects3/train/class_1/151.jpg,581.0,63.0,56.0,118.0
./raw_data/defects3/train/class_2/152.jpg,224.5,285.0,92.0,87.0
./raw_data/defects3/train/class_1/153.jpg,453.0,261.0,80.0,178.0
./raw_data/defects3/train/class_2/154.jpg,578.0,202.5,99.0,100.0
./raw_data/defects3/train/class_2/155.jpg,334.5,400.0,148.0,281.0
./raw_data/defects3/train/class_2/156.jpg,247.0,557.5,85.0,136.0
./raw_data/defects3/train/class_2/157.jpg,312.0,276.5,85.0,116.0
./raw_data/defects3/train/class_2/158.jpg,544.0,559.5,137.0,118.0
./raw_data/defects3/train/class_2/159.jpg,455.0,145.0,80.0,96.0
./raw_data/defects3/train/class_2/160.jpg,72.5,145.0,76.0,145.0
./raw_data/defects3/train/class_2/161.jpg,319.5,153.0,100.0,67.0
./raw_data/defects3/train/class_0/162.jpg,11.0,516.5,71.0,22.0
./raw_data/defects3/train/class_0/163.jpg,487.5,286.0,24.0,103.0
./raw_data/defects3/train/class_1/164.jpg,550.5,520.0,84.0,39.0
./raw_data/defects3/train/class_2/165.jpg,91.5,300.5,39.0,27.0
./raw_data/defects3/train/class_0/166.jpg,311.5,151.0,18.0,87.0
./raw_data/defects3/train/class_2/167.jpg,608.0,126.5,77.0,64.0
./raw_data/defects3/train/class_2/168.jpg,266.5,544.5,109.0,55.0
./raw_data/defects3/train/class_1/169.jpg,112.5,485.0,42.0,111.0
./raw_data/defects3/train/class_1/170.jpg,351.5,298.5,27.0,75.0
./raw_data/defects3/train/class_1/171.jpg,369.0,47.5,93.0,198.0
./raw_data/defects3/train/class_2/172.jpg,577.5,419.0,204.0,117.0
./raw_data/defects3/train/class_2/173.jpg,100.5,532.0,92.0,127.0
./raw_data/defects3/train/class_1/174.jpg,228.0,599.5,55.0,136.0
./raw_data/defects3/train/class_1/175.jpg,591.0,53.0,44.0,98.0
./raw_data/defects3/train/class_2/176.jpg,618.0,484.0,60.0,44.0
./raw_data/defects3/train/class_1/177.jpg,257.0,571.5,89.0,256.0
./raw_data/defects3/train/class_2/178.jpg,74.5,236.0,104.0,149.0
./raw_data/defects3/train/class_2/179.jpg,350.5,224.0,112.0,137.0
./raw_data/defects3/train/class_1/180.jpg,503.5,118.5,33.0,71.0
./raw_data/defects3/train/class_1/181.jpg,429.0,127.5,155.0,76.0
./raw_data/defects3/train/class_2/182.jpg,199.5,188.5,153.0,89.0
./raw_data/defects3/train/class_2/183.jpg,312.5,569.5,77.0,67.0
./raw_data/defects3/train/class_2/184.jpg,397.5,560.0,102.0,63.0
./raw_data/defects3/train/class_0/185.jpg,322.0,8.5,17.0,122.0
./raw_data/defects3/train/class_1/186.jpg,321.0,217.0,76.0,178.0
./raw_data/defects3/train/class_2/187.jpg,499.0,98.0,78.0,86.0
./raw_data/defects3/train/class_1/188.jpg,58.5,125.0,54.0,117.0
./raw_data/defects3/train/class_2/189.jpg,519.5,67.5,111.0,95.0
./raw_data/defects3/train/class_2/190.jpg,571.0,419.0,128.0,70.0
./raw_data/defects3/train/class_0/191.jpg,239.5,478.0,98.0,25.0
./raw_data/defects3/train/class_0/192.jpg,242.0,599.0,82.0,22.0
./raw_data/defects3/train/class_0/193.jpg,180.0,324.0,364.0,98.0
./raw_data/defects3/train/class_0/194.jpg,369.5,359.5,479.0,133.0
./raw_data/defects3/train/class_0/195.jpg,143.5,191.0,26.0,117.0
./raw_data/defects3/train/class_2/196.jpg,617.5,203.5,51.0,43.0
./raw_data/defects3/train/class_2/197.jpg,407.0,211.5,47.0,26.0
./raw_data/defects3/train/class_2/198.jpg,576.0,407.5,57.0,46.0
./raw_data/defects3/train/class_2/199.jpg,155.5,75.0,34.0,51.0
./raw_data/defects3/train/class_2/200.jpg,31.5,619.5,41.0,33.0
./raw_data/defects3/train/class_1/201.jpg,338.5,88.0,26.0,69.0
./raw_data/defects3/train/class_2/202.jpg,552.0,202.5,49.0,78.0
./raw_data/defects3/train/class_2/203.jpg,320.5,134.0,98.0,87.0
./raw_data/defects3/train/class_2/204.jpg,321.0,231.5,47.0,86.0
./raw_data/defects3/train/class_2/205.jpg,313.0,347.0,70.0,82.0
./raw_data/defects3/train/class_1/206.jpg,133.0,205.5,133.0,56.0
./raw_data/defects3/train/class_1/207.jpg,20.0,310.5,67.0,32.0
./raw_data/defects3/train/class_0/208.jpg,25.5,230.5,293.0,35.0
./raw_data/defects3/train/class_2/209.jpg,616.5,256.5,83.0,47.0
./raw_data/defects3/train/class_1/210.jpg,378.5,629.5,21.0,61.0
./raw_data/defects3/train/class_1/211.jpg,328.0,330.0,84.0,188.0
./raw_data/defects3/train/class_2/212.jpg,343.0,450.0,96.0,68.0
./raw_data/defects3/train/class_2/213.jpg,418.0,133.5,139.0,76.0
./raw_data/defects3/train/class_2/214.jpg,308.5,475.5,63.0,69.0
./raw_data/defects3/train/class_2/215.jpg,328.0,546.0,64.0,90.0
./raw_data/defects3/train/class_0/216.jpg,80.0,74.0,38.0,116.0
./raw_data/defects3/train/class_2/217.jpg,27.0,404.0,50.0,54.0
./raw_data/defects3/train/class_2/218.jpg,598.5,404.0,38.0,41.0
./raw_data/defects3/train/class_1/219.jpg,624.0,267.0,72.0,32.0
./raw_data/defects3/train/class_0/220.jpg,552.0,503.5,237.0,42.0
./raw_data/defects3/train/class_1/221.jpg,203.5,249.0,40.0,83.0
./raw_data/defects3/train/class_0/222.jpg,562.5,171.0,218.0,45.0
./raw_data/defects3/train/class_2/223.jpg,204.0,78.0,44.0,78.0
./raw_data/defects3/train/class_2/224.jpg,436.0,62.0,48.0,78.0
./raw_data/defects3/train/class_2/225.jpg,30.0,119.5,55.0,60.0
./raw_data/defects3/train/class_2/226.jpg,408.5,372.0,62.0,121.0
./raw_data/defects3/train/class_2/227.jpg,186.0,57.0,64.0,58.0
./raw_data/defects3/train/class_2/228.jpg,58.0,512.5,53.0,50.0
./raw_data/defects3/train/class_2/229.jpg,522.5,467.0,118.0,71.0
./raw_data/defects3/train/class_0/230.jpg,132.5,290.5,581.0,77.0
./raw_data/defects3/train/class_2/231.jpg,84.5,524.5,43.0,77.0
./raw_data/defects3/train/class_2/232.jpg,161.0,513.5,41.0,54.0
./raw_data/defects3/train/class_2/233.jpg,616.5,180.0,44.0,39.0
./raw_data/defects3/train/class_2/234.jpg,595.5,432.5,51.0,89.0
./raw_data/defects3/train/class_2/235.jpg,334.0,628.5,23.0,44.0
./raw_data/defects3/train/class_1/236.jpg,125.0,128.0,84.0,248.0
./raw_data/defects3/train/class_1/237.jpg,520.5,67.0,66.0,133.0
./raw_data/defects3/train/class_0/238.jpg,189.5,347.0,568.0,83.0
./raw_data/defects3/train/class_0/239.jpg,581.5,408.5,337.0,41.0
./raw_data/defects3/train/class_2/240.jpg,133.5,466.5,119.0,77.0
./raw_data/defects3/train/class_0/241.jpg,528.0,288.0,576.0,80.0
./raw_data/defects3/train/class_2/242.jpg,576.0,584.5,111.0,108.0
./raw_data/defects3/train/class_2/243.jpg,390.0,211.0,64.0,72.0
./raw_data/defects3/train/class_2/244.jpg,538.0,209.5,85.0,90.0
./raw_data/defects3/train/class_1/245.jpg,118.5,587.5,105.0,49.0
./raw_data/defects3/train/class_2/246.jpg,277.5,156.5,59.0,95.0
./raw_data/defects3/train/class_0/247.jpg,423.0,320.5,407.0,86.0
./raw_data/defects3/train/class_2/248.jpg,377.0,160.0,56.0,90.0
./raw_data/defects3/train/class_0/249.jpg,131.5,284.5,321.0,61.0
./raw_data/defects3/train/class_0/250.jpg,519.5,326.0,590.0,101.0
./raw_data/defects3/train/class_2/251.jpg,36.0,218.5,59.0,52.0
./raw_data/defects3/train/class_2/252.jpg,394.0,322.0,86.0,64.0
./raw_data/defects3/train/class_2/253.jpg,327.0,313.0,78.0,60.0
./raw_data/defects3/train/class_1/254.jpg,291.5,544.5,71.0,163.0
./raw_data/defects3/train/class_2/255.jpg,40.0,476.5,67.0,80.0
./raw_data/defects3/train/class_1/256.jpg,132.5,201.5,143.0,57.0
./raw_data/defects3/train/class_1/257.jpg,20.5,309.5,67.0,31.0
./raw_data/defects3/train/class_0/258.jpg,26.5,230.5,295.0,35.0
./raw_data/defects3/train/class_0/259.jpg,299.0,474.0,16.0,54.0
./raw_data/defects3/train/class_1/260.jpg,277.5,426.5,13.0,39.0
./raw_data/defects3/train/class_2/261.jpg,591.5,454.0,118.0,69.0
./raw_data/defects3/train/class_0/262.jpg,299.0,474.0,16.0,54.0
./raw_data/defects3/train/class_2/263.jpg,591.5,453.5,119.0,69.0
./raw_data/defects3/train/class_1/264.jpg,215.5,127.5,93.0,209.0
./raw_data/defects3/train/class_2/265.jpg,29.0,183.5,111.0,58.0
./raw_data/defects3/train/class_1/266.jpg,487.5,508.0,212.0,99.0
./raw_data/defects3/train/class_1/267.jpg,432.5,223.5,443.0,149.0
./raw_data/defects3/train/class_2/268.jpg,128.0,78.5,83.0,50.0
./raw_data/defects3/train/class_1/269.jpg,76.0,179.0,80.0,32.0
./raw_data/defects3/train/class_0/270.jpg,193.5,379.5,129.0,35.0
./raw_data/defects3/train/class_2/271.jpg,239.0,326.5,35.0,62.0
./raw_data/defects3/train/class_2/272.jpg,380.5,582.5,53.0,57.0
./raw_data/defects3/train/class_2/273.jpg,247.0,395.5,57.0,64.0
./raw_data/defects3/train/class_2/274.jpg,369.5,475.0,64.0,73.0
./raw_data/defects3/train/class_2/275.jpg,352.0,367.5,33.0,58.0
./raw_data/defects3/train/class_1/276.jpg,202.0,27.0,42.0,98.0
./raw_data/defects3/train/class_2/277.jpg,293.5,585.0,108.0,89.0
./raw_data/defects3/train/class_2/278.jpg,268.5,441.0,138.0,79.0
./raw_data/defects3/train/class_2/279.jpg,500.0,257.5,85.0,56.0
./raw_data/defects3/train/class_2/280.jpg,501.0,454.5,87.0,58.0
./raw_data/defects3/train/class_0/281.jpg,206.0,448.5,79.0,20.0
./raw_data/defects3/train/class_1/282.jpg,203.5,356.5,59.0,21.0
./raw_data/defects3/train/class_2/283.jpg,333.5,22.5,45.0,63.0
./raw_data/defects3/train/class_2/284.jpg,430.0,355.0,144.0,92.0
./raw_data/defects3/train/class_1/285.jpg,291.0,319.5,73.0,34.0
./raw_data/defects3/train/class_2/286.jpg,558.0,286.0,22.0,32.0
./raw_data/defects3/train/class_2/287.jpg,263.0,107.5,33.0,32.0
./raw_data/defects3/train/class_2/288.jpg,333.0,366.5,65.0,112.0
./raw_data/defects3/train/class_2/289.jpg,398.5,613.0,52.0,79.0
./raw_data/defects3/train/class_1/290.jpg,194.5,345.5,43.0,91.0
./raw_data/defects3/train/class_2/291.jpg,512.5,263.5,145.0,121.0
./raw_data/defects3/train/class_2/292.jpg,278.0,126.5,71.0,84.0
./raw_data/defects3/train/class_2/293.jpg,260.0,407.0,96.0,104.0
./raw_data/defects3/train/class_2/294.jpg,278.5,272.0,84.0,99.0
./raw_data/defects3/train/class_2/295.jpg,484.5,544.0,136.0,103.0
./raw_data/defects3/train/class_2/296.jpg,234.0,277.5,97.0,106.0
./raw_data/defects3/train/class_2/297.jpg,578.5,563.5,67.0,55.0
./raw_data/defects3/train/class_1/298.jpg,69.0,551.5,67.0,138.0
./raw_data/defects3/train/class_2/299.jpg,574.5,436.5,53.0,55.0
./raw_data/defects3/train/class_1/300.jpg,202.5,379.5,39.0,89.0
./raw_data/defects3/train/class_1/301.jpg,346.0,386.0,64.0,134.0
./raw_data/defects3/train/class_1/302.jpg,344.0,182.0,166.0,480.0
./raw_data/defects3/train/class_2/303.jpg,426.5,68.5,121.0,121.0
./raw_data/defects3/train/class_2/304.jpg,399.0,240.0,102.0,130.0
./raw_data/defects3/train/class_2/305.jpg,592.5,371.5,77.0,93.0
./raw_data/defects3/train/class_1/306.jpg,542.5,49.0,68.0,189.0
./raw_data/defects3/train/class_2/307.jpg,60.0,268.5,83.0,56.0
./raw_data/defects3/train/class_2/308.jpg,234.0,23.0,46.0,62.0
./raw_data/defects3/train/class_0/309.jpg,456.5,269.0,136.0,41.0
./raw_data/defects3/train/class_1/310.jpg,576.0,489.5,85.0,34.0
./raw_data/defects3/train/class_1/311.jpg,409.0,296.0,52.0,134.0
./raw_data/defects3/train/class_2/312.jpg,433.0,171.0,42.0,70.0
./raw_data/defects3/train/class_1/313.jpg,167.0,390.0,22.0,60.0
./raw_data/defects3/train/class_1/314.jpg,65.5,391.5,25.0,55.0
./raw_data/defects3/train/class_2/315.jpg,395.5,383.0,24.0,47.0
./raw_data/defects3/train/class_2/316.jpg,35.0,215.0,26.0,50.0
./raw_data/defects3/train/class_1/317.jpg,446.5,538.5,47.0,101.0
./raw_data/defects3/train/class_2/318.jpg,602.0,522.0,48.0,76.0
./raw_data/defects3/train/class_1/319.jpg,517.5,198.5,187.0,83.0
./raw_data/defects3/train/class_1/320.jpg,461.5,220.5,147.0,71.0
./raw_data/defects3/train/class_1/321.jpg,250.5,122.5,143.0,55.0
./raw_data/defects3/train/class_1/322.jpg,355.5,475.5,135.0,47.0
./raw_data/defects3/train/class_1/323.jpg,159.0,204.5,93.0,40.0
./raw_data/defects3/train/class_0/324.jpg,155.5,388.5,145.0,27.0
./raw_data/defects3/train/class_2/325.jpg,319.0,373.0,74.0,140.0
./raw_data/defects3/train/class_0/326.jpg,291.0,628.0,24.0,74.0
./raw_data/defects3/train/class_2/327.jpg,70.5,177.5,103.0,55.0
./raw_data/defects3/train/class_2/328.jpg,467.5,569.0,140.0,73.0
./raw_data/defects3/train/class_2/329.jpg,590.5,397.0,84.0,91.0
./raw_data/defects3/train/class_2/330.jpg,77.5,231.0,86.0,59.0
./raw_data/defects3/train/class_2/331.jpg,564.0,78.5,87.0,152.0
./raw_data/defects3/train/class_1/332.jpg,266.5,291.0,58.0,137.0
./raw_data/defects3/train/class_2/333.jpg,67.0,346.0,62.0,52.0
./raw_data/defects3/train/class_1/334.jpg,441.0,108.5,45.0,114.0
./raw_data/defects3/train/class_2/335.jpg,194.5,160.5,41.0,31.0
./raw_data/defects3/train/class_2/336.jpg,589.5,454.0,60.0,47.0
./raw_data/defects3/train/class_2/337.jpg,556.0,226.5,59.0,50.0
./raw_data/defects3/train/class_1/338.jpg,10.5,178.0,54.0,21.0
./raw_data/defects3/train/class_2/339.jpg,70.0,617.5,45.0,56.0
./raw_data/defects3/train/class_1/340.jpg,396.0,15.0,30.0,90.0
./raw_data/defects3/train/class_1/341.jpg,123.5,341.0,66.0,145.0
./raw_data/defects3/train/class_2/342.jpg,536.0,54.5,57.0,96.0
./raw_data/defects3/train/class_2/343.jpg,340.0,260.0,40.0,62.0
./raw_data/defects3/train/class_2/344.jpg,220.5,308.0,38.0,73.0
./raw_data/defects3/train/class_2/345.jpg,353.0,142.5,65.0,90.0
./raw_data/defects3/train/class_2/346.jpg,228.5,236.5,67.0,73.0
./raw_data/defects3/train/class_1/347.jpg,311.0,34.5,57.0,148.0
./raw_data/defects3/train/class_1/348.jpg,202.5,248.5,41.0,87.0
./raw_data/defects3/train/class_2/349.jpg,203.0,78.0,46.0,76.0
./raw_data/defects3/train/class_0/350.jpg,563.5,166.0,202.0,45.0
./raw_data/defects3/train/class_0/351.jpg,552.0,504.0,238.0,42.0
./raw_data/defects3/train/class_2/352.jpg,96.0,519.0,102.0,54.0
./raw_data/defects3/train/class_1/353.jpg,221.5,394.0,156.0,77.0
./raw_data/defects3/train/class_2/354.jpg,57.0,306.5,93.0,48.0
./raw_data/defects3/train/class_0/355.jpg,390.0,364.0,400.0,118.0
./raw_data/defects3/train/class_2/356.jpg,187.5,150.0,116.0,137.0
./raw_data/defects3/train/class_2/357.jpg,530.0,124.0,148.0,180.0
./raw_data/defects3/train/class_2/358.jpg,327.5,139.5,41.0,77.0
./raw_data/defects3/train/class_0/359.jpg,316.5,629.0,22.0,81.0
./raw_data/defects3/train/class_2/360.jpg,108.5,442.0,68.0,123.0
./raw_data/defects3/train/class_2/361.jpg,506.0,447.0,54.0,98.0
./raw_data/defects3/train/class_2/362.jpg,127.0,177.0,46.0,92.0
./raw_data/defects3/train/class_2/363.jpg,226.5,434.5,107.0,75.0
./raw_data/defects3/train/class_2/364.jpg,417.0,238.5,153.0,136.0
./raw_data/defects3/train/class_0/365.jpg,163.5,151.0,32.0,103.0
./raw_data/defects3/train/class_2/366.jpg,552.0,318.0,54.0,40.0
